,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
636,192.168.4.118-203.73.24.75-4509-80-6,192.168.4.118,4509,203.73.24.75,80,6,12/06/2010 08:34:38 AM,1434885,14,25,63.0,31473.0,63.0,0.0,4.499999999999999,16.837458240482732,1460.0,0.0,1258.92,491.7053589295117,21978.06792878872,27.179878526850587,37760.13157894735,78207.73823473626,241160.0,142.0,1178154.0,90627.23076923077,106869.98664354882,262982.0,142.0,1434885.0,59786.87500000003,95568.93616666019,241160.0,3748.0,0,0,0,0,280,516,9.756879471177133,17.42299905567345,0.0,1460.0,788.4,726.1693593518927,527321.9384615384,0,1,0,0,0,0,0,0,1.0,808.6153846153846,4.5,1258.92,0,0,0,0,0,0,14,63,25,31473,-1,5840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
637,192.168.4.118-203.73.24.75-4509-80-6,192.168.4.118,4509,203.73.24.75,80,6,12/06/2010 08:34:39 AM,39,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51282.05128205128,39.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,25641.02564102564,25641.02564102564,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16707,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
638,192.168.4.118-203.73.24.75-4510-80-6,192.168.4.118,4510,203.73.24.75,80,6,12/06/2010 08:34:39 AM,966411,6,12,63.0,11803.0,63.0,0.0,10.5,25.71964229922337,1460.0,0.0,983.5833333333333,704.4465859270258,12278.419844144986,18.625615809422694,56847.70588235294,100400.58460223519,238499.0,6.0,732476.0,146495.2,129599.20072168655,248169.0,135.0,966411.0,87855.54545454544,115204.12733523366,239854.0,6.0,0,0,0,0,120,256,6.2085386031409,12.4170772062818,0.0,1460.0,624.5263157894738,732.6234722193817,536737.1520467835,0,1,0,0,0,0,0,0,2.0,659.2222222222222,10.5,983.5833333333336,0,0,0,0,0,0,6,63,12,11803,-1,5840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
639,192.168.4.118-203.73.24.75-4510-80-6,192.168.4.118,4510,203.73.24.75,80,6,12/06/2010 08:34:40 AM,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333333.33333333326,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,166666.66666666663,166666.66666666663,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,17520,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
640,192.168.4.118-203.73.24.75-4511-80-6,192.168.4.118,4511,203.73.24.75,80,6,12/06/2010 08:34:40 AM,510476,6,11,70.0,11403.0,70.0,0.0,11.666666666666664,28.577380332470412,1460.0,0.0,1036.6363636363637,670.8147691765996,22475.10166981406,33.30225123218329,31904.750000000004,78336.85343055338,233822.0,133.0,276999.0,55399.8,111345.10637966989,254475.0,133.0,510476.0,51047.60000000001,95784.02735691957,234382.0,3253.0,0,0,0,0,120,236,11.753735729005866,21.548515503177423,0.0,1460.0,637.3888888888888,728.1251620662391,530166.2516339871,0,1,0,0,0,0,0,0,1.0,674.8823529411766,11.666666666666664,1036.6363636363637,0,0,0,0,0,0,6,70,11,11403,-1,5840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
641,192.168.4.118-203.73.24.75-4511-80-6,192.168.4.118,4511,203.73.24.75,80,6,12/06/2010 08:34:41 AM,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333333.33333333326,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,166666.66666666663,166666.66666666663,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
644,192.168.4.118-203.73.24.75-4512-80-6,192.168.4.118,4512,203.73.24.75,80,6,12/06/2010 08:34:41 AM,513876,6,11,70.0,11403.0,70.0,0.0,11.666666666666664,28.577380332470412,1460.0,0.0,1036.6363636363637,670.8147691765996,22326.39780803151,33.08191081116845,32117.25,77781.35894201559,231567.0,136.0,281121.0,56224.2,113058.83149581905,258371.0,136.0,513876.0,51387.6,94937.27717486834,232090.0,3250.0,0,0,0,0,120,236,11.675968521588864,21.40594228957959,0.0,1460.0,637.3888888888888,728.1251620662391,530166.2516339871,0,1,0,0,0,0,0,0,1.0,674.8823529411766,11.666666666666664,1036.6363636363637,0,0,0,0,0,0,6,70,11,11403,-1,5840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
645,192.168.4.118-203.73.24.75-4512-80-6,192.168.4.118,4512,203.73.24.75,80,6,12/06/2010 08:34:41 AM,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333333.33333333326,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,166666.66666666663,166666.66666666663,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
646,192.168.4.118-203.73.24.75-4513-80-6,192.168.4.118,4513,203.73.24.75,80,6,12/06/2010 08:34:41 AM,506932,6,11,70.0,11403.0,70.0,0.0,11.666666666666664,28.577380332470412,1460.0,0.0,1036.6363636363637,670.8147691765996,22632.226807540254,33.53506979239819,31683.25,77944.2838532756,231716.0,121.0,274077.0,54815.4,110050.36338104476,251583.0,121.0,506932.0,50693.19999999999,95294.54670628092,232156.0,3250.0,0,0,0,0,120,236,11.835906985552304,21.69916280684589,0.0,1460.0,637.3888888888888,728.1251620662391,530166.2516339871,0,1,0,0,0,0,0,0,1.0,674.8823529411766,11.666666666666664,1036.6363636363637,0,0,0,0,0,0,6,70,11,11403,-1,5840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
647,192.168.4.118-203.73.24.75-4513-80-6,192.168.4.118,4513,203.73.24.75,80,6,12/06/2010 08:34:42 AM,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333333.33333333326,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,166666.66666666663,166666.66666666663,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
652,192.168.4.118-203.73.24.75-4514-80-6,192.168.4.118,4514,203.73.24.75,80,6,12/06/2010 08:34:42 AM,534657,6,11,70.0,11403.0,70.0,0.0,11.666666666666664,28.577380332470412,1460.0,0.0,1036.6363636363637,670.8147691765996,21458.61739395537,31.79608608883827,33416.0625,82878.12294887696,255241.0,126.0,296931.0,59386.2,120140.1226410228,274199.0,126.0,534657.0,53465.69999999999,101386.62664282262,255572.0,3250.0,0,0,0,0,120,236,11.22214803135468,20.573938057483577,0.0,1460.0,637.3888888888888,728.1251620662391,530166.2516339871,0,1,0,0,0,0,0,0,1.0,674.8823529411766,11.666666666666664,1036.6363636363637,0,0,0,0,0,0,6,70,11,11403,-1,5840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
653,192.168.4.118-203.73.24.75-4514-80-6,192.168.4.118,4514,203.73.24.75,80,6,12/06/2010 08:34:42 AM,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333333.33333333326,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,166666.66666666663,166666.66666666663,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
656,192.168.4.118-203.73.24.75-4515-80-6,192.168.4.118,4515,203.73.24.75,80,6,12/06/2010 08:34:42 AM,4093816,29,44,62.0,59813.0,62.0,0.0,2.1379310344827585,11.513110966977214,1460.0,0.0,1359.386363636363,372.0337704044528,14625.718400631587,17.831773582398426,56858.555555555555,159586.71720220687,1205285.0,121.0,3856952.0,137748.28571428568,275469.1355714973,1441996.0,121.0,4093816.0,95205.02325581398,202130.02987415803,1205285.0,3749.0,0,0,0,0,776,896,7.083855258761019,10.747918323637409,0.0,1460.0,809.1216216216219,729.216655193114,531756.9302110329,0,1,0,0,0,0,0,0,1.0,820.2054794520548,2.1379310344827585,1359.3863636363635,0,0,0,0,0,0,29,62,44,59813,-1,5840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
657,192.168.4.118-203.73.24.75-4515-80-6,192.168.4.118,4515,203.73.24.75,80,6,12/06/2010 08:34:46 AM,137,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14598.540145985402,137.0,0.0,137.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,7299.270072992701,7299.270072992701,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,17520,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
665,192.168.4.118-203.73.24.75-4516-80-6,192.168.4.118,4516,203.73.24.75,80,6,12/06/2010 08:34:46 AM,3510951,24,44,62.0,59810.0,62.0,0.0,2.583333333333333,12.655697004379752,1460.0,0.0,1359.3181818181813,372.0239910197886,17052.92953390691,19.36797181162597,52402.253731343284,174466.86771222047,1313214.0,136.0,3234869.0,140646.47826086954,334835.18237904203,1612444.0,136.0,3510951.0,81650.02325581394,216045.59125327144,1313214.0,3749.0,0,0,0,0,480,896,6.835754757044459,12.532217054581508,0.0,1460.0,867.7101449275364,720.5431183050348,519182.38533674343,0,1,0,0,0,0,0,0,1.0,880.4705882352941,2.583333333333333,1359.3181818181818,0,0,0,0,0,0,24,62,44,59810,-1,5840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
666,192.168.4.118-203.73.24.75-4516-80-6,192.168.4.118,4516,203.73.24.75,80,6,12/06/2010 08:34:50 AM,204,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9803.921568627453,204.0,0.0,204.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,4901.960784313726,4901.960784313726,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
694,192.168.1.103-208.113.162.153-1721-80-6,192.168.1.103,1721,208.113.162.153,80,6,12/06/2010 08:35:22 AM,4134203,80,148,422.0,193728.0,68.0,0.0,5.275000000000002,17.18475553462458,1460.0,0.0,1308.9729729729727,376.70658290598885,46961.89325971656,55.14968665060714,18212.348017621145,108825.911483114,1600672.0,161.0,2434797.0,30820.21518987342,41415.4833231365,154368.0,161.0,4134203.0,28123.8299319728,146845.3880822701,1753477.0,620.0,0,0,0,0,1600,2976,19.35076724582707,35.798919404780065,0.0,1460.0,847.8165938864626,694.1710135400531,481873.39603922464,0,1,0,0,0,0,0,0,1.0,851.5350877192983,5.275,1308.972972972973,0,0,0,0,0,0,80,422,148,193728,-1,5840,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
699,192.168.1.103-208.113.162.153-1721-80-6,192.168.1.103,1721,208.113.162.153,80,6,12/06/2010 08:35:26 AM,5977626,2,1,51.0,0.0,51.0,0.0,25.5,36.062445840513924,0.0,0.0,0.0,0.0,8.531815138652034,0.5018714787442373,2988813.0,4226494.610877671,5977396.0,230.0,230.0,230.0,0.0,230.0,230.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,0.33458098582949153,0.16729049291474574,0.0,51.0,12.75,25.5,650.25,0,0,0,0,1,0,0,0,0.0,17.0,25.5,0.0,0,0,0,0,0,0,2,51,1,0,-1,16496,1,0,0.0,0.0,0.0,0.0,5977396.0,0.0,5977396.0,5977396.0,ddos
700,192.168.1.103-208.113.162.153-1728-80-6,192.168.1.103,1728,208.113.162.153,80,6,12/06/2010 08:35:32 AM,3040957,39,73,172.0,94547.0,61.0,0.0,4.410256410256411,15.528781340869074,1460.0,0.0,1295.164383561644,413.61556270751083,31147.760392534317,36.83051092139744,27396.00900900901,148870.72168755226,1541924.0,130.0,1370577.0,36067.815789473694,49348.36344111627,210132.0,130.0,3040957.0,42235.51388888888,206890.17670571926,1750972.0,601.0,0,0,0,0,780,1476,12.824910052986608,24.00560086841083,0.0,1460.0,838.2212389380528,703.219353790039,494517.45954488,0,1,0,0,0,0,0,0,1.0,845.7053571428571,4.410256410256411,1295.164383561644,0,0,0,0,0,0,39,172,73,94547,-1,5840,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
702,192.168.1.103-208.113.162.153-1728-80-6,192.168.1.103,1728,208.113.162.153,80,6,12/06/2010 08:35:35 AM,632174,2,1,100.0,0.0,51.0,49.0,50.0,1.4142135623730951,0.0,0.0,0.0,0.0,158.18429736116954,4.745528920835087,316087.0,446771.2775570963,632002.0,172.0,172.0,172.0,0.0,172.0,172.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,3.163685947223391,1.5818429736116957,0.0,51.0,25.0,28.879058156387305,834.0,0,0,0,0,1,0,0,0,0.0,33.333333333333336,50.0,0.0,0,0,0,0,0,0,2,100,1,0,-1,16496,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
715,192.168.1.103-208.113.162.153-1731-80-6,192.168.1.103,1731,208.113.162.153,80,6,12/06/2010 08:35:36 AM,3439332,39,73,170.0,94585.0,61.0,0.0,4.35897435897436,15.373400095597761,1460.0,0.0,1295.6849315068491,414.2676227295696,27550.408044352796,32.564463099229734,30984.97297297297,133829.5226628713,1347298.0,161.0,1978089.0,52054.973684210505,71783.04288298058,264830.0,161.0,3439332.0,47768.49999999999,187397.33872274228,1561368.0,1740.0,0,0,0,0,780,1476,11.339411257767498,21.22505184146224,0.0,1460.0,838.5398230088495,703.7064631978287,495202.78634639713,0,1,0,0,0,0,0,0,1.0,846.0267857142858,4.3589743589743595,1295.6849315068496,0,0,0,0,0,0,39,170,73,94585,-1,5840,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
719,192.168.1.103-208.113.162.153-1730-80-6,192.168.1.103,1730,208.113.162.153,80,6,12/06/2010 08:35:36 AM,4099567,74,138,351.0,189124.0,61.0,0.0,4.743243243243244,16.108417616401862,1460.0,0.0,1370.4637681159425,322.9876307640488,46218.295737086366,51.712778447089654,19429.227488151653,96918.0559035774,1349604.0,91.0,2635813.0,36107.027397260266,45527.72821557716,163736.0,91.0,4099567.0,29923.846715328462,132259.48287701508,1514471.0,161.0,0,0,0,0,1480,2776,18.050686816436954,33.6620916306527,0.0,1460.0,889.5539906103287,703.6023635451762,495056.2859863582,0,1,0,0,0,0,0,0,1.0,893.75,4.743243243243243,1370.463768115942,0,0,0,0,0,0,74,351,138,189124,-1,5840,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
752,192.168.1.103-97.74.144.108-1725-80-6,192.168.1.103,1725,97.74.144.108,80,6,12/06/2010 08:35:28 AM,23221098,47,78,290.0,101998.0,110.0,0.0,6.170212765957447,24.13667527709661,1460.0,0.0,1307.6666666666672,426.640536266946,4404.959662114168,5.383035720360854,187266.91935483878,1400894.679958708,15094326.0,155.0,8018116.0,174306.86956521735,630711.5703926657,3787574.0,155.0,23221098.0,301572.7012987013,1772519.33509703,15095678.0,365.0,0,0,0,0,940,1572,2.024021430855681,3.359014289505174,0.0,1460.0,811.8095238095235,717.6924434801939,515082.4434285714,0,1,0,0,0,0,0,0,1.0,818.304,6.170212765957447,1307.6666666666667,0,0,0,0,0,0,47,290,78,101998,-1,5840,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
